country,year,month,value
Guinea-Bissau,2023,January,0
Guinea-Bissau,2023,February,0
Guinea-Bissau,2023,March,
Guinea-Bissau,2023,April,5
Guinea-Bissau,2023,May,
Guinea-Bissau,2023,June,
Guinea-Bissau,2023,July,
Guinea-Bissau,2023,August,
Guinea-Bissau,2023,September,
Guinea-Bissau,2023,October,0
Guinea-Bissau,2023,November,0
Guinea-Bissau,2023,December,0
Guinea-Bissau,2023,Total,20
Guinea-Bissau,2024,January,0
Guinea-Bissau,2024,February,
Guinea-Bissau,2024,March,
Guinea-Bissau,2024,April,0
Guinea-Bissau,2024,May,0
Guinea-Bissau,2024,June,0
Guinea-Bissau,2024,July,0
Guinea-Bissau,2024,August,
Guinea-Bissau,2024,September,
Guinea-Bissau,2024,October,
Guinea-Bissau,2024,November,
Guinea-Bissau,2024,December,
Guinea-Bissau,2024,Total,15
Guinea-Bissau,2025,January,0
Guinea-Bissau,2025,February,0
Guinea-Bissau,2025,March,0
Guinea-Bissau,2025,April,0
Guinea-Bissau,2025,May,0
Guinea-Bissau,2025,June,
Guinea-Bissau,2025,July,
Guinea-Bissau,2025,August,
Guinea-Bissau,2025,September,
Guinea-Bissau,2025,October,
Guinea-Bissau,2025,November,
Guinea-Bissau,2025,December,
Guinea-Bissau,2025,Total,10
Guinea-Bissau,2026,January,0
Guinea-Bissau,2026,February,
Guinea-Bissau,2026,March,
Guinea-Bissau,2026,April,
Guinea-Bissau,2026,May,0
Guinea-Bissau,2026,Total,10
"Guinea, Republic of",2023,January,150
"Guinea, Republic of",2023,February,95
"Guinea, Republic of",2023,March,190
"Guinea, Republic of",2023,April,1040
"Guinea, Republic of",2023,May,320
"Guinea, Republic of",2023,June,195
"Guinea, Republic of",2023,July,130
"Guinea, Republic of",2023,August,70
"Guinea, Republic of",2023,September,160
"Guinea, Republic of",2023,October,220
"Guinea, Republic of",2023,November,135
"Guinea, Republic of",2023,December,95
"Guinea, Republic of",2023,Total,2790
"Guinea, Republic of",2024,January,195
"Guinea, Republic of",2024,February,265
"Guinea, Republic of",2024,March,160
"Guinea, Republic of",2024,April,130
"Guinea, Republic of",2024,May,170
"Guinea, Republic of",2024,June,90
"Guinea, Republic of",2024,July,170
"Guinea, Republic of",2024,August,160
"Guinea, Republic of",2024,September,125
"Guinea, Republic of",2024,October,115
"Guinea, Republic of",2024,November,140
"Guinea, Republic of",2024,December,110
"Guinea, Republic of",2024,Total,1830
"Guinea, Republic of",2025,January,140
"Guinea, Republic of",2025,February,205
"Guinea, Republic of",2025,March,370
"Guinea, Republic of",2025,April,115
"Guinea, Republic of",2025,May,230
"Guinea, Republic of",2025,June,160
"Guinea, Republic of",2025,July,170
"Guinea, Republic of",2025,August,250
"Guinea, Republic of",2025,September,300
"Guinea, Republic of",2025,October,180
"Guinea, Republic of",2025,November,255
"Guinea, Republic of",2025,December,160
"Guinea, Republic of",2025,Total,2530
"Guinea, Republic of",2026,January,175
"Guinea, Republic of",2026,February,360
"Guinea, Republic of",2026,March,365
"Guinea, Republic of",2026,April,305
"Guinea, Republic of",2026,May,255
"Guinea, Republic of",2026,Total,1460
Guyana,2023,January,580
Guyana,2023,February,330
Guyana,2023,March,420
Guyana,2023,April,435
Guyana,2023,May,500
Guyana,2023,June,760
Guyana,2023,July,385
Guyana,2023,August,470
Guyana,2023,September,470
Guyana,2023,October,405
Guyana,2023,November,325
Guyana,2023,December,255
Guyana,2023,Total,5340
Guyana,2024,January,360
Guyana,2024,February,470
Guyana,2024,March,495
Guyana,2024,April,635
Guyana,2024,May,760
Guyana,2024,June,415
Guyana,2024,July,545
Guyana,2024,August,425
Guyana,2024,September,745
Guyana,2024,October,665
Guyana,2024,November,430
Guyana,2024,December,305
Guyana,2024,Total,6250
Guyana,2025,January,320
Guyana,2025,February,270
Guyana,2025,March,695
Guyana,2025,April,600
Guyana,2025,May,575
Guyana,2025,June,700
Guyana,2025,July,520
Guyana,2025,August,255
Guyana,2025,September,565
Guyana,2025,October,365
Guyana,2025,November,365
Guyana,2025,December,280
Guyana,2025,Total,5510
Guyana,2026,January,375
Guyana,2026,February,385
Guyana,2026,March,415
Guyana,2026,April,570
Guyana,2026,May,640
Guyana,2026,Total,2385
Haiti,2023,January,800
Haiti,2023,February,415
Haiti,2023,March,455
Haiti,2023,April,865
Haiti,2023,May,510
Haiti,2023,June,405
Haiti,2023,July,170
Haiti,2023,August,920
Haiti,2023,September,1100
Haiti,2023,October,880
Haiti,2023,November,1530
Haiti,2023,December,920
Haiti,2023,Total,8980
Haiti,2024,January,490
Haiti,2024,February,645
Haiti,2024,March,890
Haiti,2024,April,560
Haiti,2024,May,530
Haiti,2024,June,235
Haiti,2024,July,335
Haiti,2024,August,415
Haiti,2024,September,205
Haiti,2024,October,435
Haiti,2024,November,365
Haiti,2024,December,325
Haiti,2024,Total,5430
Haiti,2025,January,455
Haiti,2025,February,415
Haiti,2025,March,225
Haiti,2025,April,245
Haiti,2025,May,360
Haiti,2025,June,345
Haiti,2025,July,220
Haiti,2025,August,260
Haiti,2025,September,195
Haiti,2025,October,360
Haiti,2025,November,320
Haiti,2025,December,220
Haiti,2025,Total,3615
Haiti,2026,January,280
Haiti,2026,February,270
Haiti,2026,March,365
Haiti,2026,April,320
Haiti,2026,May,360
Haiti,2026,Total,1595
Holy See,2023,January,0
Holy See,2023,February,0
Holy See,2023,March,0
Holy See,2023,April,0
Holy See,2023,May,0
Holy See,2023,June,0
Holy See,2023,July,0
Holy See,2023,August,0
Holy See,2023,September,0
Holy See,2023,October,0
Holy See,2023,November,
Holy See,2023,December,0
Holy See,2023,Total,
Holy See,2024,January,0
Holy See,2024,February,0
Holy See,2024,March,0
Holy See,2024,April,
Holy See,2024,May,0
Holy See,2024,June,0
Holy See,2024,July,0
Holy See,2024,August,0
Holy See,2024,September,0
Holy See,2024,October,0
Holy See,2024,November,0
Holy See,2024,December,0
Holy See,2024,Total,
Holy See,2025,January,0
Holy See,2025,February,0
Holy See,2025,March,0
Holy See,2025,April,
Holy See,2025,May,0
Holy See,2025,June,0
Holy See,2025,July,0
Holy See,2025,August,0
Holy See,2025,September,0
Holy See,2025,October,0
Holy See,2025,November,0
Holy See,2025,December,0
Holy See,2025,Total,
Holy See,2026,January,0
Holy See,2026,February,0
Holy See,2026,March,0
Holy See,2026,April,0
Holy See,2026,May,0
Holy See,2026,Total,0
Honduras,2023,January,195
Honduras,2023,February,210
Honduras,2023,March,190
Honduras,2023,April,175
Honduras,2023,May,225
Honduras,2023,June,225
Honduras,2023,July,150
Honduras,2023,August,260
Honduras,2023,September,250
Honduras,2023,October,235
Honduras,2023,November,330
Honduras,2023,December,185
Honduras,2023,Total,2620
Honduras,2024,January,160
Honduras,2024,February,165
Honduras,2024,March,375
Honduras,2024,April,190
Honduras,2024,May,225
Honduras,2024,June,90
Honduras,2024,July,140
Honduras,2024,August,155
Honduras,2024,September,60
Honduras,2024,October,85
Honduras,2024,November,265
Honduras,2024,December,190
Honduras,2024,Total,2105
Honduras,2025,January,235
Honduras,2025,February,295
Honduras,2025,March,240
Honduras,2025,April,160
Honduras,2025,May,285
Honduras,2025,June,155
Honduras,2025,July,185
Honduras,2025,August,200
Honduras,2025,September,225
Honduras,2025,October,225
Honduras,2025,November,205
Honduras,2025,December,225
Honduras,2025,Total,2625
Honduras,2026,January,240
Honduras,2026,February,330
Honduras,2026,March,270
Honduras,2026,April,265
Honduras,2026,May,285
Honduras,2026,Total,1390
Hong Kong,2023,January,0
Hong Kong,2023,February,
Hong Kong,2023,March,
Hong Kong,2023,April,
Hong Kong,2023,May,0
Hong Kong,2023,June,
Hong Kong,2023,July,
Hong Kong,2023,August,0
Hong Kong,2023,September,0
Hong Kong,2023,October,5
Hong Kong,2023,November,
Hong Kong,2023,December,
Hong Kong,2023,Total,20
Hong Kong,2024,January,
Hong Kong,2024,February,
Hong Kong,2024,March,
Hong Kong,2024,April,
Hong Kong,2024,May,
Hong Kong,2024,June,0
Hong Kong,2024,July,5
Hong Kong,2024,August,
Hong Kong,2024,September,0
Hong Kong,2024,October,0
Hong Kong,2024,November,0
Hong Kong,2024,December,
Hong Kong,2024,Total,20
Hong Kong,2025,January,
Hong Kong,2025,February,
Hong Kong,2025,March,0
Hong Kong,2025,April,
Hong Kong,2025,May,
Hong Kong,2025,June,0
Hong Kong,2025,July,
Hong Kong,2025,August,
Hong Kong,2025,September,
Hong Kong,2025,October,
Hong Kong,2025,November,
Hong Kong,2025,December,
Hong Kong,2025,Total,15
Hong Kong,2026,January,
Hong Kong,2026,February,
Hong Kong,2026,March,0
Hong Kong,2026,April,
Hong Kong,2026,May,
Hong Kong,2026,Total,5
Hungary,2023,January,0
Hungary,2023,February,0
Hungary,2023,March,
Hungary,2023,April,0
Hungary,2023,May,
Hungary,2023,June,
Hungary,2023,July,
Hungary,2023,August,0
Hungary,2023,September,10
Hungary,2023,October,10
Hungary,2023,November,
Hungary,2023,December,
Hungary,2023,Total,35
Hungary,2024,January,
Hungary,2024,February,
Hungary,2024,March,
Hungary,2024,April,
Hungary,2024,May,
Hungary,2024,June,0
Hungary,2024,July,
Hungary,2024,August,5
Hungary,2024,September,5
Hungary,2024,October,
Hungary,2024,November,5
Hungary,2024,December,
Hungary,2024,Total,40
Hungary,2025,January,
Hungary,2025,February,0
Hungary,2025,March,5
Hungary,2025,April,
Hungary,2025,May,5
Hungary,2025,June,5
Hungary,2025,July,
Hungary,2025,August,5
Hungary,2025,September,
Hungary,2025,October,10
Hungary,2025,November,0
Hungary,2025,December,10
Hungary,2025,Total,45
Hungary,2026,January,
Hungary,2026,February,
Hungary,2026,March,10
Hungary,2026,April,0
Hungary,2026,May,0
Hungary,2026,Total,15
Iceland,2023,January,
Iceland,2023,February,
Iceland,2023,March,
Iceland,2023,April,
Iceland,2023,May,
Iceland,2023,June,0
Iceland,2023,July,
Iceland,2023,August,
Iceland,2023,September,
Iceland,2023,October,0
Iceland,2023,November,0
Iceland,2023,December,0
Iceland,2023,Total,10
Iceland,2024,January,
Iceland,2024,February,0
Iceland,2024,March,
Iceland,2024,April,0
Iceland,2024,May,
Iceland,2024,June,
Iceland,2024,July,0
Iceland,2024,August,
Iceland,2024,September,0
Iceland,2024,October,
Iceland,2024,November,
Iceland,2024,December,0
Iceland,2024,Total,10
Iceland,2025,January,
Iceland,2025,February,0
Iceland,2025,March,
Iceland,2025,April,
Iceland,2025,May,0
Iceland,2025,June,0
Iceland,2025,July,0
Iceland,2025,August,
Iceland,2025,September,0
Iceland,2025,October,
Iceland,2025,November,0
Iceland,2025,December,
Iceland,2025,Total,15
Iceland,2026,January,
Iceland,2026,February,0
Iceland,2026,March,
Iceland,2026,April,0
Iceland,2026,May,0
Iceland,2026,Total,
India,2023,January,41200
India,2023,February,46280
India,2023,March,47005
India,2023,April,37515
India,2023,May,57215
India,2023,June,64045
India,2023,July,50380
India,2023,August,44570
India,2023,September,46910
India,2023,October,42565
India,2023,November,47820
India,2023,December,37440
India,2023,Total,562945
India,2024,January,57070
India,2024,February,51355
India,2024,March,59455
India,2024,April,57870
India,2024,May,54395
India,2024,June,41450
India,2024,July,36585
India,2024,August,22520
India,2024,September,29450
India,2024,October,36090
India,2024,November,33510
India,2024,December,26405
India,2024,Total,506160
India,2025,January,26850
India,2025,February,33500
India,2025,March,22095
India,2025,April,24260
India,2025,May,31135
India,2025,June,21635
India,2025,July,26380
India,2025,August,22835
India,2025,September,22695
India,2025,October,26215
India,2025,November,23450
India,2025,December,22070
India,2025,Total,303120
India,2026,January,27230
India,2026,February,33015
India,2026,March,30075
India,2026,April,33590
India,2026,May,32785
India,2026,Total,156700
Iran,2023,January,4215
Iran,2023,February,4335
Iran,2023,March,4525
Iran,2023,April,2165
Iran,2023,May,4170
Iran,2023,June,7220
Iran,2023,July,5545
Iran,2023,August,3865
Iran,2023,September,3860
Iran,2023,October,4690
Iran,2023,November,6390
Iran,2023,December,5965
Iran,2023,Total,56955
Iran,2024,January,6680
Iran,2024,February,7615
Iran,2024,March,3640
Iran,2024,April,3170
Iran,2024,May,2710
Iran,2024,June,2105
Iran,2024,July,2330
Iran,2024,August,1645
Iran,2024,September,2620
Iran,2024,October,1880
Iran,2024,November,1930
Iran,2024,December,1485
Iran,2024,Total,37810
Iran,2025,January,2115
Iran,2025,February,1675
Iran,2025,March,1565
Iran,2025,April,1760
Iran,2025,May,1885
Iran,2025,June,1190
Iran,2025,July,965
Iran,2025,August,1065
Iran,2025,September,1410
Iran,2025,October,1845
Iran,2025,November,1260
Iran,2025,December,1365
Iran,2025,Total,18110
Iran,2026,January,1135
Iran,2026,February,845
Iran,2026,March,960
Iran,2026,April,660
Iran,2026,May,1390
Iran,2026,Total,4995
Iraq,2023,January,30
Iraq,2023,February,120
Iraq,2023,March,285
Iraq,2023,April,355
Iraq,2023,May,125
Iraq,2023,June,100
Iraq,2023,July,175
Iraq,2023,August,90
Iraq,2023,September,55
Iraq,2023,October,150
Iraq,2023,November,125
Iraq,2023,December,110
Iraq,2023,Total,1720
Iraq,2024,January,65
Iraq,2024,February,105
Iraq,2024,March,230
Iraq,2024,April,90
Iraq,2024,May,125
Iraq,2024,June,155
Iraq,2024,July,150
Iraq,2024,August,80
Iraq,2024,September,25
Iraq,2024,October,30
Iraq,2024,November,20
Iraq,2024,December,80
Iraq,2024,Total,1160
Iraq,2025,January,50
Iraq,2025,February,35
Iraq,2025,March,35
Iraq,2025,April,60
Iraq,2025,May,50
Iraq,2025,June,40
Iraq,2025,July,85
Iraq,2025,August,95
Iraq,2025,September,95
Iraq,2025,October,80
Iraq,2025,November,105
Iraq,2025,December,130
Iraq,2025,Total,860
Iraq,2026,January,40
Iraq,2026,February,80
Iraq,2026,March,140
Iraq,2026,April,115
Iraq,2026,May,225
Iraq,2026,Total,605
Israel,2023,January,5
Israel,2023,February,5
Israel,2023,March,10
Israel,2023,April,10
Israel,2023,May,5
Israel,2023,June,5
Israel,2023,July,15
Israel,2023,August,20
Israel,2023,September,15
Israel,2023,October,5
Israel,2023,November,
Israel,2023,December,5
Israel,2023,Total,105
Israel,2024,January,
Israel,2024,February,5
Israel,2024,March,20
Israel,2024,April,15
Israel,2024,May,15
Israel,2024,June,5
Israel,2024,July,15
Israel,2024,August,15
Israel,2024,September,5
Israel,2024,October,
Israel,2024,November,20
Israel,2024,December,10
Israel,2024,Total,130
Israel,2025,January,5
Israel,2025,February,
Israel,2025,March,10
Israel,2025,April,15
Israel,2025,May,10
Israel,2025,June,5
Israel,2025,July,10
Israel,2025,August,5
Israel,2025,September,15
Israel,2025,October,15
Israel,2025,November,5
Israel,2025,December,5
Israel,2025,Total,100
Israel,2026,January,15
Israel,2026,February,20
Israel,2026,March,10
Israel,2026,April,
Israel,2026,May,
Israel,2026,Total,45
Italy,2023,January,
Italy,2023,February,5
Italy,2023,March,5
Italy,2023,April,5
Italy,2023,May,15
Italy,2023,June,10
Italy,2023,July,10
Italy,2023,August,10
Italy,2023,September,20
Italy,2023,October,
Italy,2023,November,5
Italy,2023,December,
Italy,2023,Total,95
Italy,2024,January,0
Italy,2024,February,10
Italy,2024,March,5
Italy,2024,April,5
Italy,2024,May,5
Italy,2024,June,5
Italy,2024,July,10
Italy,2024,August,
Italy,2024,September,5
Italy,2024,October,5
Italy,2024,November,10
Italy,2024,December,5
Italy,2024,Total,75
Italy,2025,January,5
Italy,2025,February,
Italy,2025,March,10
Italy,2025,April,
Italy,2025,May,15
Italy,2025,June,
Italy,2025,July,
Italy,2025,August,15
Italy,2025,September,
Italy,2025,October,10
Italy,2025,November,5
Italy,2025,December,
