country,year,month,value
San Marino,2025,July,0
San Marino,2025,August,0
San Marino,2025,September,0
San Marino,2025,October,0
San Marino,2025,November,0
San Marino,2025,December,0
San Marino,2025,Total,0
San Marino,2026,January,0
San Marino,2026,February,0
San Marino,2026,March,0
San Marino,2026,April,0
San Marino,2026,May,0
San Marino,2026,Total,0
Sao Tome and Principe,2023,January,0
Sao Tome and Principe,2023,February,0
Sao Tome and Principe,2023,March,0
Sao Tome and Principe,2023,April,0
Sao Tome and Principe,2023,May,0
Sao Tome and Principe,2023,June,0
Sao Tome and Principe,2023,July,0
Sao Tome and Principe,2023,August,0
Sao Tome and Principe,2023,September,0
Sao Tome and Principe,2023,October,0
Sao Tome and Principe,2023,November,0
Sao Tome and Principe,2023,December,0
Sao Tome and Principe,2023,Total,0
Sao Tome and Principe,2024,January,0
Sao Tome and Principe,2024,February,
Sao Tome and Principe,2024,March,0
Sao Tome and Principe,2024,April,0
Sao Tome and Principe,2024,May,0
Sao Tome and Principe,2024,June,0
Sao Tome and Principe,2024,July,
Sao Tome and Principe,2024,August,0
Sao Tome and Principe,2024,September,0
Sao Tome and Principe,2024,October,0
Sao Tome and Principe,2024,November,0
Sao Tome and Principe,2024,December,0
Sao Tome and Principe,2024,Total,
Sao Tome and Principe,2025,January,
Sao Tome and Principe,2025,February,0
Sao Tome and Principe,2025,March,0
Sao Tome and Principe,2025,April,0
Sao Tome and Principe,2025,May,0
Sao Tome and Principe,2025,June,0
Sao Tome and Principe,2025,July,0
Sao Tome and Principe,2025,August,0
Sao Tome and Principe,2025,September,
Sao Tome and Principe,2025,October,0
Sao Tome and Principe,2025,November,0
Sao Tome and Principe,2025,December,
Sao Tome and Principe,2025,Total,
Sao Tome and Principe,2026,January,0
Sao Tome and Principe,2026,February,0
Sao Tome and Principe,2026,March,0
Sao Tome and Principe,2026,April,0
Sao Tome and Principe,2026,May,0
Sao Tome and Principe,2026,Total,0
Saudi Arabia,2023,January,205
Saudi Arabia,2023,February,540
Saudi Arabia,2023,March,455
Saudi Arabia,2023,April,255
Saudi Arabia,2023,May,505
Saudi Arabia,2023,June,405
Saudi Arabia,2023,July,320
Saudi Arabia,2023,August,345
Saudi Arabia,2023,September,485
Saudi Arabia,2023,October,205
Saudi Arabia,2023,November,465
Saudi Arabia,2023,December,210
Saudi Arabia,2023,Total,4395
Saudi Arabia,2024,January,125
Saudi Arabia,2024,February,120
Saudi Arabia,2024,March,640
Saudi Arabia,2024,April,295
Saudi Arabia,2024,May,645
Saudi Arabia,2024,June,515
Saudi Arabia,2024,July,605
Saudi Arabia,2024,August,240
Saudi Arabia,2024,September,315
Saudi Arabia,2024,October,370
Saudi Arabia,2024,November,325
Saudi Arabia,2024,December,285
Saudi Arabia,2024,Total,4475
Saudi Arabia,2025,January,360
Saudi Arabia,2025,February,395
Saudi Arabia,2025,March,455
Saudi Arabia,2025,April,305
Saudi Arabia,2025,May,590
Saudi Arabia,2025,June,635
Saudi Arabia,2025,July,730
Saudi Arabia,2025,August,200
Saudi Arabia,2025,September,700
Saudi Arabia,2025,October,365
Saudi Arabia,2025,November,335
Saudi Arabia,2025,December,275
Saudi Arabia,2025,Total,5350
Saudi Arabia,2026,January,360
Saudi Arabia,2026,February,410
Saudi Arabia,2026,March,445
Saudi Arabia,2026,April,480
Saudi Arabia,2026,May,570
Saudi Arabia,2026,Total,2265
Senegal,2023,January,310
Senegal,2023,February,300
Senegal,2023,March,420
Senegal,2023,April,2320
Senegal,2023,May,600
Senegal,2023,June,445
Senegal,2023,July,295
Senegal,2023,August,190
Senegal,2023,September,375
Senegal,2023,October,350
Senegal,2023,November,365
Senegal,2023,December,280
Senegal,2023,Total,6250
Senegal,2024,January,345
Senegal,2024,February,360
Senegal,2024,March,310
Senegal,2024,April,420
Senegal,2024,May,425
Senegal,2024,June,225
Senegal,2024,July,305
Senegal,2024,August,310
Senegal,2024,September,255
Senegal,2024,October,290
Senegal,2024,November,425
Senegal,2024,December,200
Senegal,2024,Total,3865
Senegal,2025,January,240
Senegal,2025,February,230
Senegal,2025,March,340
Senegal,2025,April,295
Senegal,2025,May,455
Senegal,2025,June,410
Senegal,2025,July,165
Senegal,2025,August,265
Senegal,2025,September,405
Senegal,2025,October,500
Senegal,2025,November,350
Senegal,2025,December,290
Senegal,2025,Total,3950
Senegal,2026,January,220
Senegal,2026,February,395
Senegal,2026,March,545
Senegal,2026,April,545
Senegal,2026,May,660
Senegal,2026,Total,2360
"Serbia, Republic of",2023,January,125
"Serbia, Republic of",2023,February,150
"Serbia, Republic of",2023,March,120
"Serbia, Republic of",2023,April,115
"Serbia, Republic of",2023,May,425
"Serbia, Republic of",2023,June,240
"Serbia, Republic of",2023,July,280
"Serbia, Republic of",2023,August,145
"Serbia, Republic of",2023,September,70
"Serbia, Republic of",2023,October,75
"Serbia, Republic of",2023,November,105
"Serbia, Republic of",2023,December,100
"Serbia, Republic of",2023,Total,1955
"Serbia, Republic of",2024,January,75
"Serbia, Republic of",2024,February,120
"Serbia, Republic of",2024,March,80
"Serbia, Republic of",2024,April,145
"Serbia, Republic of",2024,May,75
"Serbia, Republic of",2024,June,85
"Serbia, Republic of",2024,July,85
"Serbia, Republic of",2024,August,50
"Serbia, Republic of",2024,September,70
"Serbia, Republic of",2024,October,55
"Serbia, Republic of",2024,November,40
"Serbia, Republic of",2024,December,110
"Serbia, Republic of",2024,Total,995
"Serbia, Republic of",2025,January,80
"Serbia, Republic of",2025,February,405
"Serbia, Republic of",2025,March,430
"Serbia, Republic of",2025,April,95
"Serbia, Republic of",2025,May,105
"Serbia, Republic of",2025,June,110
"Serbia, Republic of",2025,July,280
"Serbia, Republic of",2025,August,120
"Serbia, Republic of",2025,September,90
"Serbia, Republic of",2025,October,120
"Serbia, Republic of",2025,November,60
"Serbia, Republic of",2025,December,110
"Serbia, Republic of",2025,Total,2005
"Serbia, Republic of",2026,January,150
"Serbia, Republic of",2026,February,90
"Serbia, Republic of",2026,March,170
"Serbia, Republic of",2026,April,245
"Serbia, Republic of",2026,May,240
"Serbia, Republic of",2026,Total,900
Seychelles,2023,January,0
Seychelles,2023,February,
Seychelles,2023,March,
Seychelles,2023,April,15
Seychelles,2023,May,5
Seychelles,2023,June,
Seychelles,2023,July,
Seychelles,2023,August,5
Seychelles,2023,September,
Seychelles,2023,October,
Seychelles,2023,November,
Seychelles,2023,December,0
Seychelles,2023,Total,40
Seychelles,2024,January,
Seychelles,2024,February,0
Seychelles,2024,March,0
Seychelles,2024,April,0
Seychelles,2024,May,0
Seychelles,2024,June,
Seychelles,2024,July,
Seychelles,2024,August,0
Seychelles,2024,September,0
Seychelles,2024,October,0
Seychelles,2024,November,
Seychelles,2024,December,0
Seychelles,2024,Total,5
Seychelles,2025,January,0
Seychelles,2025,February,0
Seychelles,2025,March,0
Seychelles,2025,April,0
Seychelles,2025,May,
Seychelles,2025,June,
Seychelles,2025,July,
Seychelles,2025,August,
Seychelles,2025,September,0
Seychelles,2025,October,0
Seychelles,2025,November,
Seychelles,2025,December,0
Seychelles,2025,Total,10
Seychelles,2026,January,0
Seychelles,2026,February,0
Seychelles,2026,March,
Seychelles,2026,April,5
Seychelles,2026,May,0
Seychelles,2026,Total,10
Sierra Leone,2023,January,5
Sierra Leone,2023,February,15
Sierra Leone,2023,March,20
Sierra Leone,2023,April,90
Sierra Leone,2023,May,25
Sierra Leone,2023,June,15
Sierra Leone,2023,July,25
Sierra Leone,2023,August,40
Sierra Leone,2023,September,10
Sierra Leone,2023,October,5
Sierra Leone,2023,November,40
Sierra Leone,2023,December,15
Sierra Leone,2023,Total,305
Sierra Leone,2024,January,10
Sierra Leone,2024,February,20
Sierra Leone,2024,March,15
Sierra Leone,2024,April,35
Sierra Leone,2024,May,40
Sierra Leone,2024,June,5
Sierra Leone,2024,July,15
Sierra Leone,2024,August,15
Sierra Leone,2024,September,30
Sierra Leone,2024,October,20
Sierra Leone,2024,November,35
Sierra Leone,2024,December,10
Sierra Leone,2024,Total,255
Sierra Leone,2025,January,10
Sierra Leone,2025,February,15
Sierra Leone,2025,March,20
Sierra Leone,2025,April,15
Sierra Leone,2025,May,15
Sierra Leone,2025,June,10
Sierra Leone,2025,July,25
Sierra Leone,2025,August,20
Sierra Leone,2025,September,50
Sierra Leone,2025,October,20
Sierra Leone,2025,November,25
Sierra Leone,2025,December,15
Sierra Leone,2025,Total,235
Sierra Leone,2026,January,20
Sierra Leone,2026,February,20
Sierra Leone,2026,March,25
Sierra Leone,2026,April,15
Sierra Leone,2026,May,15
Sierra Leone,2026,Total,100
Singapore,2023,January,
Singapore,2023,February,
Singapore,2023,March,
Singapore,2023,April,
Singapore,2023,May,5
Singapore,2023,June,0
Singapore,2023,July,0
Singapore,2023,August,
Singapore,2023,September,
Singapore,2023,October,
Singapore,2023,November,0
Singapore,2023,December,0
Singapore,2023,Total,20
Singapore,2024,January,0
Singapore,2024,February,0
Singapore,2024,March,0
Singapore,2024,April,0
Singapore,2024,May,
Singapore,2024,June,0
Singapore,2024,July,0
Singapore,2024,August,0
Singapore,2024,September,0
Singapore,2024,October,
Singapore,2024,November,0
Singapore,2024,December,
Singapore,2024,Total,10
Singapore,2025,January,
Singapore,2025,February,0
Singapore,2025,March,0
Singapore,2025,April,0
Singapore,2025,May,0
Singapore,2025,June,0
Singapore,2025,July,0
Singapore,2025,August,
Singapore,2025,September,
Singapore,2025,October,
Singapore,2025,November,
Singapore,2025,December,5
Singapore,2025,Total,20
Singapore,2026,January,0
Singapore,2026,February,0
Singapore,2026,March,0
Singapore,2026,April,0
Singapore,2026,May,0
Singapore,2026,Total,0
Slovak Republic,2023,January,0
Slovak Republic,2023,February,0
Slovak Republic,2023,March,0
Slovak Republic,2023,April,0
Slovak Republic,2023,May,
Slovak Republic,2023,June,
Slovak Republic,2023,July,
Slovak Republic,2023,August,
Slovak Republic,2023,September,
Slovak Republic,2023,October,
Slovak Republic,2023,November,0
Slovak Republic,2023,December,0
Slovak Republic,2023,Total,10
Slovak Republic,2024,January,0
Slovak Republic,2024,February,0
Slovak Republic,2024,March,0
Slovak Republic,2024,April,0
Slovak Republic,2024,May,
Slovak Republic,2024,June,
Slovak Republic,2024,July,0
Slovak Republic,2024,August,
Slovak Republic,2024,September,0
Slovak Republic,2024,October,
Slovak Republic,2024,November,0
Slovak Republic,2024,December,0
Slovak Republic,2024,Total,10
Slovak Republic,2025,January,0
Slovak Republic,2025,February,0
Slovak Republic,2025,March,
Slovak Republic,2025,April,0
Slovak Republic,2025,May,0
Slovak Republic,2025,June,0
Slovak Republic,2025,July,0
Slovak Republic,2025,August,
Slovak Republic,2025,September,
Slovak Republic,2025,October,0
Slovak Republic,2025,November,0
Slovak Republic,2025,December,
Slovak Republic,2025,Total,10
Slovak Republic,2026,January,0
Slovak Republic,2026,February,0
Slovak Republic,2026,March,0
Slovak Republic,2026,April,0
Slovak Republic,2026,May,0
Slovak Republic,2026,Total,0
Slovenia,2023,January,0
Slovenia,2023,February,0
Slovenia,2023,March,
Slovenia,2023,April,0
Slovenia,2023,May,0
Slovenia,2023,June,0
Slovenia,2023,July,0
Slovenia,2023,August,
Slovenia,2023,September,
Slovenia,2023,October,0
Slovenia,2023,November,0
Slovenia,2023,December,0
Slovenia,2023,Total,
Slovenia,2024,January,
Slovenia,2024,February,
Slovenia,2024,March,0
Slovenia,2024,April,0
Slovenia,2024,May,0
Slovenia,2024,June,0
Slovenia,2024,July,0
Slovenia,2024,August,
Slovenia,2024,September,0
Slovenia,2024,October,
Slovenia,2024,November,0
Slovenia,2024,December,0
Slovenia,2024,Total,5
Slovenia,2025,January,0
Slovenia,2025,February,0
Slovenia,2025,March,0
Slovenia,2025,April,0
Slovenia,2025,May,0
Slovenia,2025,June,0
Slovenia,2025,July,
Slovenia,2025,August,0
Slovenia,2025,September,0
Slovenia,2025,October,
Slovenia,2025,November,0
Slovenia,2025,December,0
Slovenia,2025,Total,
Slovenia,2026,January,0
Slovenia,2026,February,0
Slovenia,2026,March,0
Slovenia,2026,April,0
Slovenia,2026,May,0
Slovenia,2026,Total,0
Socialist Republic of Vietnam,2023,January,2270
Socialist Republic of Vietnam,2023,February,3610
Socialist Republic of Vietnam,2023,March,5470
Socialist Republic of Vietnam,2023,April,1695
Socialist Republic of Vietnam,2023,May,6370
Socialist Republic of Vietnam,2023,June,4290
Socialist Republic of Vietnam,2023,July,2655
Socialist Republic of Vietnam,2023,August,2755
Socialist Republic of Vietnam,2023,September,3605
Socialist Republic of Vietnam,2023,October,2830
Socialist Republic of Vietnam,2023,November,3955
Socialist Republic of Vietnam,2023,December,3105
Socialist Republic of Vietnam,2023,Total,42610
Socialist Republic of Vietnam,2024,January,3210
Socialist Republic of Vietnam,2024,February,2745
Socialist Republic of Vietnam,2024,March,1940
Socialist Republic of Vietnam,2024,April,2245
Socialist Republic of Vietnam,2024,May,2995
Socialist Republic of Vietnam,2024,June,2420
Socialist Republic of Vietnam,2024,July,2570
Socialist Republic of Vietnam,2024,August,1865
Socialist Republic of Vietnam,2024,September,2000
Socialist Republic of Vietnam,2024,October,1820
Socialist Republic of Vietnam,2024,November,1615
Socialist Republic of Vietnam,2024,December,2290
Socialist Republic of Vietnam,2024,Total,27715
Socialist Republic of Vietnam,2025,January,1795
Socialist Republic of Vietnam,2025,February,1475
Socialist Republic of Vietnam,2025,March,2440
Socialist Republic of Vietnam,2025,April,1945
Socialist Republic of Vietnam,2025,May,1875
Socialist Republic of Vietnam,2025,June,1175
Socialist Republic of Vietnam,2025,July,1815
Socialist Republic of Vietnam,2025,August,1345
Socialist Republic of Vietnam,2025,September,1465
Socialist Republic of Vietnam,2025,October,1720
Socialist Republic of Vietnam,2025,November,1780
Socialist Republic of Vietnam,2025,December,1415
Socialist Republic of Vietnam,2025,Total,20250
Socialist Republic of Vietnam,2026,January,1410
Socialist Republic of Vietnam,2026,February,1660
Socialist Republic of Vietnam,2026,March,1495
Socialist Republic of Vietnam,2026,April,2235
Socialist Republic of Vietnam,2026,May,2135
Socialist Republic of Vietnam,2026,Total,8935
"Solomons, The",2023,January,0
"Solomons, The",2023,February,0
"Solomons, The",2023,March,0
"Solomons, The",2023,April,0
"Solomons, The",2023,May,0
"Solomons, The",2023,June,0
"Solomons, The",2023,July,0
"Solomons, The",2023,August,0
"Solomons, The",2023,September,0
"Solomons, The",2023,October,0
"Solomons, The",2023,November,0
"Solomons, The",2023,December,0
"Solomons, The",2023,Total,0
"Solomons, The",2024,January,0
"Solomons, The",2024,February,0
"Solomons, The",2024,March,0
"Solomons, The",2024,April,0
"Solomons, The",2024,May,0
"Solomons, The",2024,June,
"Solomons, The",2024,July,0
"Solomons, The",2024,August,0
"Solomons, The",2024,September,0
"Solomons, The",2024,October,0
"Solomons, The",2024,November,0
"Solomons, The",2024,December,0
"Solomons, The",2024,Total,
"Solomons, The",2025,January,0
"Solomons, The",2025,February,0
"Solomons, The",2025,March,0
"Solomons, The",2025,April,0
"Solomons, The",2025,May,0
"Solomons, The",2025,June,0
"Solomons, The",2025,July,0
"Solomons, The",2025,August,0
"Solomons, The",2025,September,0
"Solomons, The",2025,October,0
"Solomons, The",2025,November,0
"Solomons, The",2025,December,0
"Solomons, The",2025,Total,0
"Solomons, The",2026,January,0
"Solomons, The",2026,February,0
"Solomons, The",2026,March,0
"Solomons, The",2026,April,0
"Solomons, The",2026,May,0
"Solomons, The",2026,Total,0
"Somalia, Democratic Republic of",2023,January,0
"Somalia, Democratic Republic of",2023,February,0
"Somalia, Democratic Republic of",2023,March,
"Somalia, Democratic Republic of",2023,April,
"Somalia, Democratic Republic of",2023,May,
"Somalia, Democratic Republic of",2023,June,
"Somalia, Democratic Republic of",2023,July,0
"Somalia, Democratic Republic of",2023,August,
"Somalia, Democratic Republic of",2023,September,0
"Somalia, Democratic Republic of",2023,October,0
"Somalia, Democratic Republic of",2023,November,
"Somalia, Democratic Republic of",2023,December,0
"Somalia, Democratic Republic of",2023,Total,15
"Somalia, Democratic Republic of",2024,January,0
"Somalia, Democratic Republic of",2024,February,0
"Somalia, Democratic Republic of",2024,March,
"Somalia, Democratic Republic of",2024,April,
"Somalia, Democratic Republic of",2024,May,0
"Somalia, Democratic Republic of",2024,June,
"Somalia, Democratic Republic of",2024,July,
"Somalia, Democratic Republic of",2024,August,0
"Somalia, Democratic Republic of",2024,September,0
"Somalia, Democratic Republic of",2024,October,0
"Somalia, Democratic Republic of",2024,November,
"Somalia, Democratic Republic of",2024,December,0
"Somalia, Democratic Republic of",2024,Total,5
"Somalia, Democratic Republic of",2025,January,
"Somalia, Democratic Republic of",2025,February,0
"Somalia, Democratic Republic of",2025,March,
"Somalia, Democratic Republic of",2025,April,
"Somalia, Democratic Republic of",2025,May,
"Somalia, Democratic Republic of",2025,June,
"Somalia, Democratic Republic of",2025,July,0
"Somalia, Democratic Republic of",2025,August,
"Somalia, Democratic Republic of",2025,September,
"Somalia, Democratic Republic of",2025,October,0
"Somalia, Democratic Republic of",2025,November,0
"Somalia, Democratic Republic of",2025,December,0
"Somalia, Democratic Republic of",2025,Total,10
"Somalia, Democratic Republic of",2026,January,
"Somalia, Democratic Republic of",2026,February,
"Somalia, Democratic Republic of",2026,March,
"Somalia, Democratic Republic of",2026,April,
"Somalia, Democratic Republic of",2026,May,0
"Somalia, Democratic Republic of",2026,Total,5
"South Sudan, Republic Of",2023,January,0
"South Sudan, Republic Of",2023,February,
"South Sudan, Republic Of",2023,March,5
"South Sudan, Republic Of",2023,April,25
"South Sudan, Republic Of",2023,May,
"South Sudan, Republic Of",2023,June,
"South Sudan, Republic Of",2023,July,
"South Sudan, Republic Of",2023,August,
"South Sudan, Republic Of",2023,September,0
"South Sudan, Republic Of",2023,October,5
"South Sudan, Republic Of",2023,November,
"South Sudan, Republic Of",2023,December,
"South Sudan, Republic Of",2023,Total,50
"South Sudan, Republic Of",2024,January,
"South Sudan, Republic Of",2024,February,
"South Sudan, Republic Of",2024,March,
"South Sudan, Republic Of",2024,April,5
"South Sudan, Republic Of",2024,May,10
"South Sudan, Republic Of",2024,June,5
"South Sudan, Republic Of",2024,July,5
"South Sudan, Republic Of",2024,August,
"South Sudan, Republic Of",2024,September,0
"South Sudan, Republic Of",2024,October,0
"South Sudan, Republic Of",2024,November,
"South Sudan, Republic Of",2024,December,
"South Sudan, Republic Of",2024,Total,45
"South Sudan, Republic Of",2025,January,
"South Sudan, Republic Of",2025,February,
"South Sudan, Republic Of",2025,March,
"South Sudan, Republic Of",2025,April,
"South Sudan, Republic Of",2025,May,
"South Sudan, Republic Of",2025,June,
"South Sudan, Republic Of",2025,July,
"South Sudan, Republic Of",2025,August,
"South Sudan, Republic Of",2025,September,
"South Sudan, Republic Of",2025,October,
"South Sudan, Republic Of",2025,November,
"South Sudan, Republic Of",2025,December,
"South Sudan, Republic Of",2025,Total,20
"South Sudan, Republic Of",2026,January,0
"South Sudan, Republic Of",2026,February,5
"South Sudan, Republic Of",2026,March,
"South Sudan, Republic Of",2026,April,
"South Sudan, Republic Of",2026,May,
"South Sudan, Republic Of",2026,Total,15
Spain,2023,January,
Spain,2023,February,
Spain,2023,March,
Spain,2023,April,
Spain,2023,May,10
Spain,2023,June,5
Spain,2023,July,5
Spain,2023,August,
Spain,2023,September,5
Spain,2023,October,20
Spain,2023,November,
Spain,2023,December,
Spain,2023,Total,60
Spain,2024,January,0
Spain,2024,February,
Spain,2024,March,5
Spain,2024,April,
Spain,2024,May,5
Spain,2024,June,
Spain,2024,July,0
Spain,2024,August,
Spain,2024,September,10
Spain,2024,October,
Spain,2024,November,
Spain,2024,December,
Spain,2024,Total,40
Spain,2025,January,
Spain,2025,February,
Spain,2025,March,
Spain,2025,April,
Spain,2025,May,
Spain,2025,June,
Spain,2025,July,0
Spain,2025,August,
Spain,2025,September,0
Spain,2025,October,15
Spain,2025,November,
Spain,2025,December,10
Spain,2025,Total,55
Spain,2026,January,
Spain,2026,February,
Spain,2026,March,
Spain,2026,April,0
Spain,2026,May,0
Spain,2026,Total,10
Sri Lanka,2023,January,555
Sri Lanka,2023,February,685
Sri Lanka,2023,March,905
Sri Lanka,2023,April,1965
Sri Lanka,2023,May,1230
Sri Lanka,2023,June,1265
Sri Lanka,2023,July,1330
Sri Lanka,2023,August,2095
Sri Lanka,2023,September,2045
Sri Lanka,2023,October,2400
Sri Lanka,2023,November,2200
Sri Lanka,2023,December,2755
Sri Lanka,2023,Total,19430
Sri Lanka,2024,January,3510
Sri Lanka,2024,February,2755
Sri Lanka,2024,March,1530
Sri Lanka,2024,April,1705
Sri Lanka,2024,May,900
Sri Lanka,2024,June,1270
Sri Lanka,2024,July,980
Sri Lanka,2024,August,610
Sri Lanka,2024,September,520
Sri Lanka,2024,October,920
Sri Lanka,2024,November,545
Sri Lanka,2024,December,485
Sri Lanka,2024,Total,15730
Sri Lanka,2025,January,715
Sri Lanka,2025,February,620
Sri Lanka,2025,March,810
Sri Lanka,2025,April,665
Sri Lanka,2025,May,980
Sri Lanka,2025,June,795
Sri Lanka,2025,July,680
Sri Lanka,2025,August,555
Sri Lanka,2025,September,520
Sri Lanka,2025,October,580
Sri Lanka,2025,November,675
Sri Lanka,2025,December,465
Sri Lanka,2025,Total,8055
Sri Lanka,2026,January,640
Sri Lanka,2026,February,650
Sri Lanka,2026,March,935
Sri Lanka,2026,April,920
Sri Lanka,2026,May,795
Sri Lanka,2026,Total,3940
St. Kitts-Nevis,2023,January,145
St. Kitts-Nevis,2023,February,60
St. Kitts-Nevis,2023,March,50
St. Kitts-Nevis,2023,April,90
St. Kitts-Nevis,2023,May,70
St. Kitts-Nevis,2023,June,50
St. Kitts-Nevis,2023,July,45
St. Kitts-Nevis,2023,August,20
St. Kitts-Nevis,2023,September,40
St. Kitts-Nevis,2023,October,30
St. Kitts-Nevis,2023,November,35
St. Kitts-Nevis,2023,December,
St. Kitts-Nevis,2023,Total,625
St. Kitts-Nevis,2024,January,20
St. Kitts-Nevis,2024,February,20
St. Kitts-Nevis,2024,March,25
St. Kitts-Nevis,2024,April,20
St. Kitts-Nevis,2024,May,20
St. Kitts-Nevis,2024,June,15
St. Kitts-Nevis,2024,July,10
St. Kitts-Nevis,2024,August,5
St. Kitts-Nevis,2024,September,15
St. Kitts-Nevis,2024,October,10
St. Kitts-Nevis,2024,November,5
St. Kitts-Nevis,2024,December,15
St. Kitts-Nevis,2024,Total,180
St. Kitts-Nevis,2025,January,10
St. Kitts-Nevis,2025,February,10
St. Kitts-Nevis,2025,March,10
St. Kitts-Nevis,2025,April,15
St. Kitts-Nevis,2025,May,
St. Kitts-Nevis,2025,June,10
St. Kitts-Nevis,2025,July,20
St. Kitts-Nevis,2025,August,15
St. Kitts-Nevis,2025,September,15
St. Kitts-Nevis,2025,October,15
St. Kitts-Nevis,2025,November,10
St. Kitts-Nevis,2025,December,15
St. Kitts-Nevis,2025,Total,150
St. Kitts-Nevis,2026,January,10
St. Kitts-Nevis,2026,February,15
St. Kitts-Nevis,2026,March,15
St. Kitts-Nevis,2026,April,15
St. Kitts-Nevis,2026,May,20
St. Kitts-Nevis,2026,Total,75
St. Lucia,2023,January,135
St. Lucia,2023,February,125
St. Lucia,2023,March,90
St. Lucia,2023,April,130
St. Lucia,2023,May,190
St. Lucia,2023,June,170
St. Lucia,2023,July,65
St. Lucia,2023,August,65
St. Lucia,2023,September,55
St. Lucia,2023,October,35
St. Lucia,2023,November,20
St. Lucia,2023,December,20
St. Lucia,2023,Total,1100
St. Lucia,2024,January,30
St. Lucia,2024,February,25
St. Lucia,2024,March,35
St. Lucia,2024,April,55
St. Lucia,2024,May,55
St. Lucia,2024,June,30
St. Lucia,2024,July,30
St. Lucia,2024,August,35
St. Lucia,2024,September,60
St. Lucia,2024,October,75
St. Lucia,2024,November,30
St. Lucia,2024,December,30
St. Lucia,2024,Total,485
St. Lucia,2025,January,20
St. Lucia,2025,February,15
St. Lucia,2025,March,35
St. Lucia,2025,April,40
St. Lucia,2025,May,40
St. Lucia,2025,June,55
St. Lucia,2025,July,20
St. Lucia,2025,August,20
St. Lucia,2025,September,45
St. Lucia,2025,October,15
St. Lucia,2025,November,20
St. Lucia,2025,December,30
St. Lucia,2025,Total,360
St. Lucia,2026,January,20
St. Lucia,2026,February,20
St. Lucia,2026,March,40
St. Lucia,2026,April,45
St. Lucia,2026,May,50
St. Lucia,2026,Total,175
St. Vincent and the Grenadines,2023,January,105
St. Vincent and the Grenadines,2023,February,60
St. Vincent and the Grenadines,2023,March,40
St. Vincent and the Grenadines,2023,April,60
St. Vincent and the Grenadines,2023,May,125
St. Vincent and the Grenadines,2023,June,125
St. Vincent and the Grenadines,2023,July,50
St. Vincent and the Grenadines,2023,August,65
St. Vincent and the Grenadines,2023,September,50
St. Vincent and the Grenadines,2023,October,25
St. Vincent and the Grenadines,2023,November,35
St. Vincent and the Grenadines,2023,December,20
St. Vincent and the Grenadines,2023,Total,755
St. Vincent and the Grenadines,2024,January,30
St. Vincent and the Grenadines,2024,February,20
St. Vincent and the Grenadines,2024,March,45
St. Vincent and the Grenadines,2024,April,65
St. Vincent and the Grenadines,2024,May,50
St. Vincent and the Grenadines,2024,June,20
St. Vincent and the Grenadines,2024,July,25
St. Vincent and the Grenadines,2024,August,20
St. Vincent and the Grenadines,2024,September,50
St. Vincent and the Grenadines,2024,October,45
St. Vincent and the Grenadines,2024,November,15
St. Vincent and the Grenadines,2024,December,20
St. Vincent and the Grenadines,2024,Total,400
St. Vincent and the Grenadines,2025,January,20
St. Vincent and the Grenadines,2025,February,0
St. Vincent and the Grenadines,2025,March,30
St. Vincent and the Grenadines,2025,April,40
St. Vincent and the Grenadines,2025,May,45
St. Vincent and the Grenadines,2025,June,60
St. Vincent and the Grenadines,2025,July,35
St. Vincent and the Grenadines,2025,August,25
St. Vincent and the Grenadines,2025,September,20
St. Vincent and the Grenadines,2025,October,20
St. Vincent and the Grenadines,2025,November,20
St. Vincent and the Grenadines,2025,December,20
St. Vincent and the Grenadines,2025,Total,330
St. Vincent and the Grenadines,2026,January,35
St. Vincent and the Grenadines,2026,February,20
St. Vincent and the Grenadines,2026,March,20
St. Vincent and the Grenadines,2026,April,35
St. Vincent and the Grenadines,2026,May,40
St. Vincent and the Grenadines,2026,Total,150
Stateless,2023,January,15
Stateless,2023,February,70
Stateless,2023,March,60
Stateless,2023,April,205
Stateless,2023,May,120
Stateless,2023,June,65
Stateless,2023,July,80
Stateless,2023,August,55
Stateless,2023,September,25
Stateless,2023,October,25
Stateless,2023,November,75
Stateless,2023,December,30
Stateless,2023,Total,820
Stateless,2024,January,20
Stateless,2024,February,35
Stateless,2024,March,20
Stateless,2024,April,45
Stateless,2024,May,60
Stateless,2024,June,45
Stateless,2024,July,30
Stateless,2024,August,50
Stateless,2024,September,35
Stateless,2024,October,35
Stateless,2024,November,20
Stateless,2024,December,25
Stateless,2024,Total,430
Stateless,2025,January,30
Stateless,2025,February,25
Stateless,2025,March,20
Stateless,2025,April,40
Stateless,2025,May,30
Stateless,2025,June,30
Stateless,2025,July,30
Stateless,2025,August,20
Stateless,2025,September,40
Stateless,2025,October,20
Stateless,2025,November,10
Stateless,2025,December,20
Stateless,2025,Total,320
Stateless,2026,January,10
Stateless,2026,February,15
Stateless,2026,March,25
Stateless,2026,April,30
Stateless,2026,May,20
Stateless,2026,Total,95
Surinam,2023,January,15
Surinam,2023,February,15
Surinam,2023,March,20
Surinam,2023,April,60
Surinam,2023,May,15
Surinam,2023,June,30
Surinam,2023,July,15
Surinam,2023,August,20
Surinam,2023,September,15
Surinam,2023,October,10
Surinam,2023,November,40
Surinam,2023,December,5
Surinam,2023,Total,255
Surinam,2024,January,10
Surinam,2024,February,25
Surinam,2024,March,10
Surinam,2024,April,15
Surinam,2024,May,
Surinam,2024,June,25
